run_id,config_hash,star_id,treatment,detector,score_name,score_definition,fap_level,fap_threshold,null_trial_count,error,diagnostics
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,arima,bls,bls_power,bls_power,0.01,0.0012483832757757,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,arima,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,9.99353557670581,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,arima,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,98.0116424241102,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,arima,tps_like,tps_like_mes,tps_like_mes,0.01,120.19696831004916,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,arima,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,113.67504592455929,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,gp,bls,bls_power,bls_power,0.01,0.0020517063944802,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,gp,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,9.938959473661344,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,gp,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,73.42666330442128,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,gp,tps_like,tps_like_mes,tps_like_mes,0.01,98.63846801519716,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,gp,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,87.24205227582338,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,kalman,bls,bls_power,bls_power,0.01,0.0008618391473004,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,kalman,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,8.149999833624836,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,kalman,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,126.10854342949676,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,kalman,tps_like,tps_like_mes,tps_like_mes,0.01,153.4891179155291,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,kalman,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,153.4891179155291,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,raw,bls,bls_power,bls_power,0.01,0.0008883696226858,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,raw,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,8.390140985081366,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,raw,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,49.90320075992276,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,raw,tps_like,tps_like_mes,tps_like_mes,0.01,62.058373787737715,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,raw,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,62.058373787737715,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,arima,bls,bls_power,bls_power,0.01,0.0003304101530489,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,arima,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,7.737013085339521,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,arima,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,93.2434512785249,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,arima,tps_like,tps_like_mes,tps_like_mes,0.01,111.75974391541337,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,arima,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,111.75974391541337,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,gp,bls,bls_power,bls_power,0.01,0.0004971679350913,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,gp,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,7.683870960629123,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,gp,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,74.30547581766265,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,gp,tps_like,tps_like_mes,tps_like_mes,0.01,87.20138772824727,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,gp,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,81.76503696893276,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,kalman,bls,bls_power,bls_power,0.01,0.0003855555224119,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,kalman,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,8.288863972781437,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,kalman,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,81.30229309153387,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,kalman,tps_like,tps_like_mes,tps_like_mes,0.01,95.1193546072565,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,kalman,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,95.1193546072565,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,raw,bls,bls_power,bls_power,0.01,0.0007533627677095,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,raw,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,7.591517174202785,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,raw,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,113.3913349516641,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,raw,tps_like,tps_like_mes,tps_like_mes,0.01,149.8743424704305,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431344_q5,raw,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,149.8743424704305,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,arima,bls,bls_power,bls_power,0.01,0.0012880970460475,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,arima,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,7.746932344186026,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,arima,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,88.97459441334655,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,arima,tps_like,tps_like_mes,tps_like_mes,0.01,105.07513938120027,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,arima,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,103.32841514015068,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,gp,bls,bls_power,bls_power,0.01,0.00162138539935,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,gp,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,8.904347593634776,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,gp,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,171.99792952815332,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,gp,tps_like,tps_like_mes,tps_like_mes,0.01,197.89484593027944,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,gp,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,197.89484593027944,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,kalman,bls,bls_power,bls_power,0.01,0.001051019249219,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,kalman,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,12.313824076853145,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,kalman,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,102.23329305378866,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,kalman,tps_like,tps_like_mes,tps_like_mes,0.01,114.96502720463124,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,kalman,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,113.41828031512064,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,raw,bls,bls_power,bls_power,0.01,0.0016500319103261,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,raw,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,8.804647461567589,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,raw,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,101.24096649033036,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,raw,tps_like,tps_like_mes,tps_like_mes,0.01,115.11418251039072,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_1431791_q5,raw,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,115.11418251039072,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,arima,bls,bls_power,bls_power,0.01,0.0034248587204383,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,arima,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,27.293769787517604,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,arima,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,160.84895129044455,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,arima,tps_like,tps_like_mes,tps_like_mes,0.01,186.1072091441471,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,arima,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,178.31307092822647,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,gp,bls,bls_power,bls_power,0.01,0.0007552669409145,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,gp,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,15.11437603127606,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,gp,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,56.83868736940626,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,gp,tps_like,tps_like_mes,tps_like_mes,0.01,75.1518968644713,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,gp,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,74.11673198178515,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,kalman,bls,bls_power,bls_power,0.01,0.0006661783990722,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,kalman,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,12.980298383664408,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,kalman,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,206.5624144563901,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,kalman,tps_like,tps_like_mes,tps_like_mes,0.01,248.8491318312236,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,kalman,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,229.90619604072768,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,raw,bls,bls_power,bls_power,0.01,0.0006950642352318,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,raw,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,12.4033942840495,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,raw,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,86.37735871393727,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,raw,tps_like,tps_like_mes,tps_like_mes,0.01,123.3137623733558,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,raw,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,106.70271611555005,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,arima,bls,bls_power,bls_power,0.01,4.562432368054857e-05,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,arima,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,7.729876648488365,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,arima,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,61.94988886902286,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,arima,tps_like,tps_like_mes,tps_like_mes,0.01,78.28057051108603,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,arima,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,72.8109285914279,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,gp,bls,bls_power,bls_power,0.01,6.532529123592745e-05,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,gp,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,7.669457455445011,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,gp,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,74.10345076517781,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,gp,tps_like,tps_like_mes,tps_like_mes,0.01,86.33295111523691,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,gp,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,85.81580936327661,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,kalman,bls,bls_power,bls_power,0.01,5.4589942710746605e-05,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,kalman,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,7.624786690819778,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,kalman,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,75.4982181851234,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,kalman,tps_like,tps_like_mes,tps_like_mes,0.01,98.40495331539822,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,kalman,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,86.05930860179359,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_3115178_q5,raw,bls,bls_power,bls_power,0.01,6.984331993264247e-05,100,,
